name,artistIds,asciiName,attractionLights,availability,boosterTypes,borderColor,cardParts,colorIdentity,colorIndicator,colors,defense,duelDeck,edhrecRank,edhrecSaltiness,faceConvertedManaCost,faceFlavorName,faceManaValue,faceName,finishes,flavorName,flavorText,frameEffects,frameVersion,hand,hasAlternativeDeckLimit,hasContentWarning,hasFoil,hasNonFoil,isAlternative,isFullArt,isFunny,isOnlineOnly,isOversized,isPromo,isRebalanced,isReprint,isReserved,isStarter,isStorySpotlight,isTextless,isTimeshifted,keywords,language,layout,leadershipSkills,life,loyalty,manaCost,manaValue,originalPrintings,originalReleaseDate,originalText,originalType,otherFaceIds,power,printings,promoTypes,rarity,rebalancedPrintings,relatedCards,securityStamp,setCode,side,signature,sourceProducts,subsets,subtypes,supertypes,text,toughness,type,types,uuid,variations,watermark
Sandstalker Moloch,90332db2-aecb-4d79-917b-95cbeb8d0cb6,,,"arena, mtgo, paper",default,black,,G,,G,,,19430,,,,,,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,Flash,English,normal,,,,{1}{G}{G},3,,,"Flash\nWhen Sandstalker Moloch enters the battlefield, if an opponent cast a blue and/or black spell this turn, look at the top four cards of your library. You may reveal a permanent card from among them and put it into your hand. Put the rest on the bott",Creature â€” Lizard,,4,MOM,,uncommon,,,,MOM,,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""]}",,Lizard,,"Flash\nWhen Sandstalker Moloch enters the battlefield, if an opponent cast a blue and/or black spell this turn, look at the top four cards of your library. You may reveal a permanent card from among them and put it into your hand. Put the rest on the bott",2,Creature â€” Lizard,Creature,ca9510e8-80ef-532d-9981-1f81b7bd07e9,,
Seed of Hope,0c37cdfe-5651-4ae6-a3c8-e7153509f970,,,"arena, mtgo, paper",default,black,,G,,G,,,14166,0.03,,,,,"nonfoil, foil",,"Wrenn had given everything and asked for nothing. She deserved a monument, but rest in a quiet meadow is all she would've wanted.",,2015,,,,True,True,,,,,,,,,,,True,,,Mill,English,normal,,,,{G},1,,,"Mill two cards. You may put a permanent card from among the milled cards into your hand. You gain 2 life. (To mill two cards, put the top two cards of your library into your graveyard.)",Instant,,,MOM,,common,,,,MOM,,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""]}",,,,"Mill two cards. You may put a permanent card from among the milled cards into your hand. You gain 2 life. (To mill two cards, put the top two cards of your library into your graveyard.)",,Instant,Instant,2577e6a8-fe84-52fe-8a87-393ac850b70c,,
Serpent-Blade Assailant,8c824995-c4bd-49f2-84b6-f42e39357c87,,,"arena, mtgo, paper",default,black,,G,,G,,,14012,0.03,,,,,"nonfoil, foil",,"""Kaldheim's cosmos was never yours to corrupt.""",,2015,,,,True,True,,,,,,,,,,,,,,"Backup, Deathtouch",English,normal,,,,{2}{G},3,,,"Backup 1 (When this creature enters the battlefield, put a +1/+1 counter on target creature. If that's another creature, it gains the following ability until end of turn.)\nDeathtouch",Creature â€” Elf Warrior,,2,MOM,,common,,,,MOM,,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""]}",,"Elf, Warrior",,"Backup 1 (When this creature enters the battlefield, put a +1/+1 counter on target creature. If that's another creature, it gains the following ability until end of turn.)\nDeathtouch",1,Creature â€” Elf Warrior,Creature,43cfb7a4-6ff3-53f3-967b-33ff90b9b854,,
Storm the Seedcore,6ed7e669-579b-443d-b223-e5cbcb2a7483,,,"arena, mtgo, paper",default,black,,G,,G,,,10922,0.02,,,,,"nonfoil, foil",,"In that moment, the fate of countless worlds rested with one dryad and a handful of the bravest Mirrodin had to offer.",,2015,,,,True,True,,,,,,,,,,,True,,,,English,normal,,,,{2}{G}{G},4,,,Distribute four +1/+1 counters among up to four target creatures you control. Creatures you control gain vigilance and trample until end of turn.,Sorcery,,,MOM,,uncommon,,,,MOM,,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""]}",,,,Distribute four +1/+1 counters among up to four target creatures you control. Creatures you control gain vigilance and trample until end of turn.,,Sorcery,Sorcery,9388256e-aec2-5c7c-84cc-6b8f17a43d51,,
Streetwise Negotiator,19d4900c-f5a1-4c08-b5e0-b8d7ba733ec2,,,"arena, mtgo, paper",default,black,,G,,G,,,18978,0.15,,,,,"nonfoil, foil",,"Like the laws, the rules of engagement always seem to bend in the Brokers' favor.",,2015,,,,True,True,,,,,,,,,,,,,,Backup,English,normal,,,,{1}{G},2,,,"Backup 1 (When this creature enters the battlefield, put a +1/+1 counter on target creature. If that's another creature, it gains the following ability until end of turn.)\nThis creature assigns combat damage equal to its toughness rather than its power.",Creature â€” Cat Citizen,,0,MOM,,uncommon,,,,MOM,,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""]}",,"Cat, Citizen",,"Backup 1 (When this creature enters the battlefield, put a +1/+1 counter on target creature. If that's another creature, it gains the following ability until end of turn.)\nThis creature assigns combat damage equal to its toughness rather than its power.",2,Creature â€” Cat Citizen,Creature,a05db8bf-aab9-5c75-bcbc-2a31620a613a,,
Tandem Takedown,a24479f8-6d9e-40f9-bede-f29899922b97,,,"arena, mtgo, paper",default,black,,G,,G,,,13479,,,,,,"nonfoil, foil",,"""I take no pleasure in this, but Vadrok might.""\nâ€”Vivien Reid, to Lukka",,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,,,,{1}{G}{G},3,,,"Up to two target creatures you control each get +1/+0 until end of turn. They each deal damage equal to their power to another target creature, planeswalker, or battle.",Instant,,,MOM,,uncommon,,,,MOM,,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""04d0a394-54ed-5d72-9f85-5a665a740d32"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2f",,,,"Up to two target creatures you control each get +1/+0 until end of turn. They each deal damage equal to their power to another target creature, planeswalker, or battle.",,Instant,Instant,ef292507-fbe1-5e94-9c29-fd0e3db6dd3d,,
Tangled Skyline,bc760b5e-6f98-4a17-9b12-5f4eccd12bb2,,,"arena, mtgo, paper",default,black,,G,,G,,,11524,0.08,,,,,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,"Incubate, Transform",English,normal,,,,{4}{G},5,,,"When Tangled Skyline enters the battlefield, you gain 5 life and incubate 5. (Create an Incubator token with five +1/+1 counters on it and ""{2}: Transform this artifact."" It transforms into a 0/0 Phyrexian artifact creature.)\nPhyrexians you control have ",Enchantment,,,MOM,,uncommon,,,,MOM,,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""]}",,,,"When Tangled Skyline enters the battlefield, you gain 5 life and incubate 5. (Create an Incubator token with five +1/+1 counters on it and ""{2}: Transform this artifact."" It transforms into a 0/0 Phyrexian artifact creature.)\nPhyrexians you control have ",,Enchantment,Enchantment,6c01b60d-9dbe-5bfb-8222-729179484003,,
Timberland Ancient,13435e52-d47a-4143-adfa-2ae0a6858292,,,"arena, mtgo, paper",default,black,,G,,G,,,12827,,,,,,"nonfoil, foil",,Only the trees were old enough to remember what happened when Moag ignored warnings of Phyrexia millennia ago. They were determined not to repeat the mistake.,,2015,,,,True,True,,,,,,,,,,,,,,"Cycling, Forestcycling, Reach, Trample",English,normal,,,,{4}{G}{G},6,,,"Reach, trample\nForestcycling {2} ({2}, Discard this card: Search your library for a Forest card, reveal it, put it into your hand, then shuffle.)",Creature â€” Treefolk,,6,MOM,,common,,,,MOM,,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""04d0a394-54ed-5d72-9f85-5a665a740d32"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2f",,Treefolk,,"Reach, trample\nForestcycling {2} ({2}, Discard this card: Search your library for a Forest card, reveal it, put it into your hand, then shuffle.)",5,Creature â€” Treefolk,Creature,78f5a1bd-f235-5043-93e1-38e5a67e85e5,,
Tribute to the World Tree,81124442-0305-458b-a4c8-f74be2dcc365,,,"arena, mtgo, paper",default,black,,G,,G,,,807,0.32,,,,,"nonfoil, foil",,"""The Tree was the heart of our world. It made me what I am and pulled me back from the brink of death. I won't allow it to be forgotten.""\nâ€”Esika, god of the Tree",,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,,,,{G}{G}{G},3,,,"Whenever a creature enters the battlefield under your control, draw a card if its power is 3 or greater. Otherwise, put two +1/+1 counters on it.",Enchantment,,,"MOM, PMOM",,rare,,,oval,MOM,,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""04d0a394-54ed-5d72-9f85-5a665a740d32"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2f",,,,"Whenever a creature enters the battlefield under your control, draw a card if its power is 3 or greater. Otherwise, put two +1/+1 counters on it.",,Enchantment,Enchantment,57d30a16-afbb-53e4-95de-51c16de0c9d8,76ea3e11-9e58-541e-a832-323f52943285,
Vengeant Earth,561ebf9e-8d93-4b57-8156-8826d0c19601,,,"arena, mtgo, paper",default,black,,G,,G,,,19172,0.09,,,,,"nonfoil, foil",,"When Zendikar's defenders faltered, the Roil rose up to shake the invaders from its back.",,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,,,,{1}{G},2,,,Target creature or land you control becomes a 4/4 Elemental creature with haste in addition to its other types until end of turn. It must be blocked this turn if able.,Instant,,,MOM,,common,,,,MOM,,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""]}",,,,Target creature or land you control becomes a 4/4 Elemental creature with haste in addition to its other types until end of turn. It must be blocked this turn if able.,,Instant,Instant,dd70e577-5c14-534e-9eb6-538f726184c8,,
Vorinclex // The Grand Evolution,e607a0d4-fc12-4c01-9e3f-501f5269b9cb,,,"arena, mtgo, paper",default,black,,G,,G,,,2888,,5,,5,Vorinclex,"nonfoil, foil",,,legendary,2015,,,,True,True,,,,,,,,,,,,,,"Reach, Trample, Transform",English,transform,"{""brawl"": true, ""commander"": true, ""oathbreaker"": false}",,,{3}{G}{G},5,,,"Trample, reach\nWhen Vorinclex enters the battlefield, search your library for up to two Forest cards, reveal them, put them into your hand, then shuffle.\n{6}{G}{G}: Exile Vorinclex, then return it to the battlefield transformed under its owner's control",Legendary Creature â€” Phyrexian Praetor,5fa1e219-b6b0-56f2-8985-570df6b5859c,6,"MOM, PMOM",,mythic,,,oval,MOM,a,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""04d0a394-54ed-5d72-9f85-5a665a740d32"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2f",,"Phyrexian, Praetor",Legendary,"Trample, reach\nWhen Vorinclex enters the battlefield, search your library for up to two Forest cards, reveal them, put them into your hand, then shuffle.\n{6}{G}{G}: Exile Vorinclex, then return it to the battlefield transformed under its owner's control",6,Legendary Creature â€” Phyrexian Praetor,Creature,7bd0a200-ca22-525a-9ffb-8f23a28efca0,"5b4134b4-2c87-55ff-b827-34b10d3a78af, 2db0afd1-ba8a-54e0-8f13-16a90fc1110c",
War Historian,6190569f-5e77-4bc1-bf22-9f85dba3a139,,,"arena, mtgo, paper",default,black,,G,,G,,,23251,,,,,,"nonfoil, foil",,"All children on Kamigawa learn of the Kami War. Hostilities with beings from another reality were understood, and no time was wasted in disbelief.",,2015,,,,True,True,,,,,,,,,,,,,,Reach,English,normal,,,,{2}{G},3,,,Reach\nWar Historian has indestructible as long as it attacked a battle this turn.,Creature â€” Human Monk,,3,MOM,,common,,,,MOM,,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""]}",,"Human, Monk",,Reach\nWar Historian has indestructible as long as it attacked a battle this turn.,3,Creature â€” Human Monk,Creature,751681dd-268d-5f09-963d-c029240b6e26,,
Wary Thespian,10f26f94-64fc-4174-856e-701bea4f1521,,,"arena, mtgo, paper",default,black,,G,,G,,,18599,0.18,,,,,"nonfoil, foil",,The Cabaretti performance had veered off-script ... so how were the acrobats still moving in perfect unison?,,2015,,,,True,True,,,,,,,,,,,,,,Surveil,English,normal,,,,{1}{G},2,,,"When Wary Thespian enters the battlefield or dies, surveil 1. (Look at the top card of your library. You may put that card into your graveyard.)",Creature â€” Cat Druid,,3,MOM,,common,,,,MOM,,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""04d0a394-54ed-5d72-9f85-5a665a740d32"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2f",,"Cat, Druid",,"When Wary Thespian enters the battlefield or dies, surveil 1. (Look at the top card of your library. You may put that card into your graveyard.)",1,Creature â€” Cat Druid,Creature,d0c19a31-3c02-5d49-aab0-762e9ec34b5f,,
Wildwood Escort,db356418-19f5-448f-b5a9-68b9afce3d72,,,"arena, mtgo, paper",default,black,,G,,G,,,19435,,,,,,"nonfoil, foil",,"With Eldraine's human knights called away to defend the courts, lost travelers were surprised to find themselves whisked to safety by the secretive folk of the wilds.",,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,,,,{4}{G},5,,,"When Wildwood Escort enters the battlefield, return target creature or battle card from your graveyard to your hand.\nIf Wildwood Escort would die, exile it instead.",Creature â€” Elf Warrior,,3,MOM,,common,,,,MOM,,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""]}",,"Elf, Warrior",,"When Wildwood Escort enters the battlefield, return target creature or battle card from your graveyard to your hand.\nIf Wildwood Escort would die, exile it instead.",3,Creature â€” Elf Warrior,Creature,a924b6af-95bf-58de-8749-b9b65c1ef0ea,,
Wrenn and Realmbreaker,c09ede88-a1b5-4a18-9895-dc8a965d28a5,,,"arena, mtgo, paper",default,black,,G,,G,,,3042,0.45,,,,,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,True,,,Mill,English,normal,"{""brawl"": true, ""commander"": false, ""oathbreaker"": true}",,4,{1}{G}{G},3,,,"Lands you control have ""{T}: Add one mana of any color.""\n+1: Up to one target land you control becomes a 3/3 Elemental creature with vigilance, hexproof, and haste until your next turn. It's still a land.\nâˆ’2: Mill three cards. You may put a permanent ",Legendary Planeswalker â€” Wrenn,,,"MOM, PMOM",,mythic,,,oval,MOM,,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""04d0a394-54ed-5d72-9f85-5a665a740d32"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2f",,Wrenn,Legendary,"Lands you control have ""{T}: Add one mana of any color.""\n[+1]: Up to one target land you control becomes a 3/3 Elemental creature with vigilance, hexproof, and haste until your next turn. It's still a land.\n[âˆ’2]: Mill three cards. You may put a perman",,Legendary Planeswalker â€” Wrenn,Planeswalker,c7c4e1f7-fb55-55f9-9604-27fbb5207e20,faaa623c-d2d4-547f-973c-d0b64081ea45,
Baral and Kari Zev,f18a7bd6-4aca-4201-b2f5-942c28ee4f18,,,"arena, mtgo, paper",default,black,,"R, U",,"R, U",,,6922,0.06,,,,,"nonfoil, foil",,,legendary,2015,,,,True,True,,,,,,,,,,,,,,"First strike, Menace",English,normal,"{""brawl"": true, ""commander"": true, ""oathbreaker"": false}",,,{1}{U}{R},3,,,"First strike, menace\nWhenever you cast your first instant or sorcery spell each turn, you may cast a spell with lesser mana value that shares a card type with it from your hand without paying its mana cost. If you don't, create First Mate Ragavan, a lege",Legendary Creature â€” Human,,2,"MOM, PMOM",,rare,,,oval,MOM,,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""]}",,Human,Legendary,"First strike, menace\nWhenever you cast your first instant or sorcery spell each turn, you may cast a spell with lesser mana value that shares a card type with it from your hand without paying its mana cost. If you don't, create First Mate Ragavan, a lege",4,Legendary Creature â€” Human,Creature,bb6bd117-b187-5639-ac7b-9e0a1dd0e7c4,b2329698-c1e0-5682-9fab-8d4fd3cc7e40,
Borborygmos and Fblthp,23f86db1-9103-49bb-83d5-0fda18143921,,,"arena, mtgo, paper",default,black,,"G, R, U",,"G, R, U",,,12543,0.14,,,,,"nonfoil, foil",,,legendary,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,"{""brawl"": true, ""commander"": true, ""oathbreaker"": false}",,,{2}{G}{U}{R},5,,,"Whenever Borborygmos and Fblthp enters the battlefield or attacks, draw a card, then you may discard any number of land cards. When you discard one or more cards this way, Borborygmos and Fblthp deals twice that much damage to target creature.\n{1}{U}: Pu",Legendary Creature â€” Cyclops Homunculus,,6,"MOM, PMOM",,mythic,,,oval,MOM,,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""]}",,"Cyclops, Homunculus",Legendary,"Whenever Borborygmos and Fblthp enters the battlefield or attacks, draw a card, then you may discard any number of land cards. When you discard one or more cards this way, Borborygmos and Fblthp deals twice that much damage to target creature.\n{1}{U}: Pu",5,Legendary Creature â€” Cyclops Homunculus,Creature,4ecf9f14-5822-5de8-a2dd-5da5402e547b,30e08ec5-ce0d-5222-b5c1-9be9dd856394,
Botanical Brawler,a5f8354a-8b51-4e59-96b2-0e3aeae4fa1d,,,"arena, mtgo, paper",default,black,,"G, W",,"G, W",,,7828,0.19,,,,,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,Trample,English,normal,,,,{G}{W},2,,,"Trample\nBotanical Brawler enters the battlefield with two +1/+1 counters on it.\nWhenever one or more +1/+1 counters are put on another permanent you control, if it's the first time +1/+1 counters have been put on that permanent this turn, put a +1/+1 co",Creature â€” Elemental Warrior,,0,MOM,,uncommon,,,,MOM,,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""]}",,"Elemental, Warrior",,"Trample\nBotanical Brawler enters the battlefield with two +1/+1 counters on it.\nWhenever one or more +1/+1 counters are put on another permanent you control, if it's the first time +1/+1 counters have been put on that permanent this turn, put a +1/+1 co",0,Creature â€” Elemental Warrior,Creature,e70776dd-0124-5827-a12d-87ad71b27d7e,9f25ae3b-4282-5c44-8032-939cde31ec46,
Djeru and Hazoret,20871267-2d8a-41d5-b03a-be3d557c5734,,,"arena, mtgo, paper",default,black,,"R, W",,"R, W",,,5442,0.2,,,,,"nonfoil, foil",,,legendary,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,"{""brawl"": true, ""commander"": true, ""oathbreaker"": false}",,,{2}{R}{R}{W},5,,,"As long as you have one or fewer cards in hand, Djeru and Hazoret has vigilance and haste.\nWhenever Djeru and Hazoret attacks, look at the top six cards of your library. You may exile a legendary creature card from among them. Put the rest on the bottom ",Legendary Creature â€” Human God,,5,"MOM, PMOM",,rare,,,oval,MOM,,,"{""foil"": [""78441b62-b849-5262-a30f-9039ac252373"", ""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""], ""nonfoil"": [""8acde1c9-b392-57c3-a2e4-27f7c1c9ab46"", ""ffe20569-1726-5abf-921a-7667d2fbe138""]}",,"Human, God",Legendary,"As long as you have one or fewer cards in hand, Djeru and Hazoret has vigilance and haste.\nWhenever Djeru and Hazoret attacks, look at the top six cards of your library. You may exile a legendary creature card from among them. Put the rest on the bottom ",4,Legendary Creature â€” Human God,Creature,500fe84b-f90d-5866-8f58-6548bfc23e45,873e9c29-295d-5877-a3a7-a6dbc9be7829,
